TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,TEAM_NAME_advanced,GP_advanced,W_advanced,L_advanced,W_PCT_advanced,MIN_advanced,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK_advanced,W_RANK_advanced,L_RANK_advanced,W_PCT_RANK_advanced,MIN_RANK_advanced,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,OPP_FGA,OPP_TOV,OPP_OREB,OPP_FTA,OPP_FGM,OPP_FG3M,eFG%,TOV%,ORB%,FT Rate,eFG%_opp,TOV%_opp,ORB%_opp,FT Rate_opp,Season
1610612760,Oklahoma City Thunder,82,49,33,0.598,48.4,42.6,94.0,0.454,11.4,32.6,0.348,17.8,25.0,0.713,12.6,35.5,48.1,23.4,14.0,9.3,5.2,5.1,22.4,22.5,114.5,3.4,1,9,9,9,7,5,1,19,13,13,22,14,6,28,1,11,2,23,14,1,12,16,27,3,7,9,Oklahoma City Thunder,82,49,33,0.598,3971.0,107.6,109.8,104.7,106.5,2.9,3.4,0.548,1.67,16.3,0.298,0.738,0.509,0.134,0.514,0.545,105.3,103.38,86.15,8549,0.506,1,9,9,9,7,16,4,10,26,17,27,3,9,7,8,22,25,6,12,88.7,16.7,9.9,24.0,40.8,11.2,0.5138297872340426,0.11764705882352941,0.5599999999999999,0.26595744680851063,0.5231116121758737,0.14401517764746463,0.44,0.2705749718151071,2018-19
1610612753,Orlando Magic,82,42,40,0.512,48.2,40.4,89.1,0.454,11.4,32.1,0.356,15.0,19.2,0.782,10.0,35.4,45.4,25.5,13.2,6.6,5.4,4.4,18.6,18.7,107.3,0.7,1,14,14,14,18,18,15,18,12,15,11,30,30,12,17,13,15,12,5,26,6,5,2,29,24,14,Orlando Magic,82,42,40,0.512,3956.0,106.5,108.2,105.8,107.6,0.8,0.6,0.632,1.94,18.6,0.259,0.754,0.504,0.133,0.518,0.55,100.3,98.65,82.21,8133,0.508,1,14,14,14,18,22,8,14,5,5,6,22,3,11,6,20,23,24,11,87.6,13.0,9.0,20.9,39.9,10.5,0.5173961840628508,0.11918951132300357,0.5263157894736842,0.2154882154882155,0.5154109589041096,0.1184013989580677,0.47368421052631576,0.23858447488584475,2018-19
1610612755,Philadelphia 76ers,82,51,31,0.622,48.3,41.5,88.2,0.471,10.8,30.2,0.359,21.2,27.5,0.771,10.9,36.9,47.8,26.9,14.9,7.4,5.3,4.1,21.3,22.1,115.2,2.7,1,7,7,7,15,14,20,8,19,19,8,2,2,16,11,2,4,4,25,19,11,4,20,6,4,11,Philadelphia 76ers,82,51,31,0.622,3961.0,110.4,111.6,107.1,109.0,3.3,2.6,0.648,1.8,18.7,0.278,0.741,0.517,0.144,0.532,0.574,104.0,102.59,85.49,8467,0.529,1,7,7,7,15,8,14,11,3,14,5,11,7,4,24,8,6,8,6,91.5,12.7,10.0,24.5,41.7,10.3,0.5317460317460317,0.1293402777777778,0.521531100478469,0.31179138321995464,0.5120218579234973,0.11045399199860845,0.47846889952153115,0.2677595628415301,2018-19
1610612756,Phoenix Suns,82,19,63,0.232,48.5,40.1,87.4,0.459,9.6,29.3,0.329,17.6,22.7,0.779,9.1,31.3,40.4,23.9,15.6,9.0,5.1,5.0,23.6,20.7,107.5,-9.3,1,28,28,28,4,22,25,16,28,23,30,17,20,13,28,30,30,20,28,2,15,15,29,17,23,29,Phoenix Suns,82,19,63,0.232,3976.0,103.6,105.3,112.2,114.2,-8.6,-8.9,0.595,1.53,17.3,0.247,0.683,0.464,0.153,0.514,0.552,102.9,101.15,84.3,8371,0.45,1,28,28,28,4,28,29,29,17,28,19,28,30,30,29,23,21,12,28,88.2,15.7,11.8,27.6,42.5,11.1,0.5137299771167048,0.13806775940807872,0.4354066985645933,0.2597254004576659,0.5447845804988661,0.13529350935851917,0.5645933014354068,0.3129251700680272,2018-19
1610612757,Portland Trail Blazers,82,53,29,0.646,48.4,42.3,90.6,0.467,11.0,30.7,0.359,19.0,23.3,0.814,11.8,36.2,48.0,23.0,13.8,6.7,5.0,5.1,20.4,20.7,114.7,4.2,1,5,5,5,7,7,7,12,17,18,9,5,13,2,3,7,3,25,11,25,16,18,11,16,6,7,Portland Trail Blazers,82,53,29,0.646,3971.0,111.4,113.7,108.1,109.5,3.3,4.2,0.544,1.66,16.6,0.308,0.739,0.526,0.137,0.528,0.568,101.6,99.96,83.3,8269,0.521,1,5,5,5,7,3,16,7,27,18,24,2,8,1,12,13,9,18,9,90.0,12.4,10.3,22.8,41.1,10.7,0.5275938189845475,0.12036423263440675,0.5339366515837104,0.2571743929359824,0.5161111111111112,0.11028888572648357,0.4660633484162896,0.25333333333333335,2018-19
1610612758,Sacramento Kings,82,39,43,0.476,48.1,43.2,93.1,0.464,11.3,29.9,0.378,16.5,22.7,0.726,11.0,34.4,45.4,25.4,13.4,8.3,4.4,5.1,21.4,21.4,114.2,-1.1,1,17,17,17,27,4,2,15,16,20,4,21,19,27,9,19,14,14,7,10,24,18,21,10,9,19,Sacramento Kings,82,39,43,0.476,3946.0,108.3,109.6,108.7,110.8,-0.4,-1.2,0.588,1.9,17.7,0.268,0.713,0.487,0.128,0.524,0.554,105.5,103.88,86.56,8545,0.495,1,17,17,17,27,17,21,18,20,7,15,18,26,24,4,16,20,3,18,90.6,15.9,11.2,24.4,42.3,12.0,0.5247046186895812,0.11503330815191265,0.4954954954954955,0.24382384532760473,0.5331125827814569,0.13562386980108498,0.5045045045045045,0.2693156732891832,2018-19
1610612759,San Antonio Spurs,82,48,34,0.585,48.3,42.3,88.4,0.478,9.9,25.3,0.392,17.2,21.0,0.819,9.2,35.5,44.7,24.5,12.1,6.1,4.7,4.0,18.1,19.6,111.7,1.7,1,11,11,11,15,8,17,2,26,30,1,20,24,1,27,12,21,16,1,30,21,3,1,25,18,12,San Antonio Spurs,82,48,34,0.585,3961.0,111.1,112.2,108.3,110.6,2.8,1.6,0.58,2.03,18.1,0.246,0.744,0.501,0.122,0.534,0.572,100.4,98.88,82.4,8162,0.516,1,11,11,11,15,6,20,12,22,4,12,29,6,16,1,6,8,22,10,89.7,12.2,9.2,20.2,41.5,11.7,0.5345022624434389,0.11026061600145799,0.5,0.23755656108597284,0.527870680044593,0.1101202296277575,0.5,0.22519509476031213,2018-19
1610612761,Toronto Raptors,82,58,24,0.707,48.5,42.2,89.1,0.474,12.4,33.8,0.366,17.7,22.0,0.804,9.6,35.6,45.2,25.4,14.0,8.3,5.3,4.5,21.0,20.5,114.4,6.1,1,2,2,2,4,9,16,5,8,11,6,16,21,3,24,9,17,13,16,9,9,6,17,19,8,3,Toronto Raptors,82,58,24,0.707,3976.0,110.9,112.6,104.3,106.8,6.5,5.8,0.603,1.81,18.2,0.265,0.726,0.502,0.138,0.543,0.579,102.5,100.51,83.76,8334,0.533,1,2,2,2,4,5,5,3,14,13,11,19,18,13,14,3,4,15,4,89.7,14.9,10.6,22.3,40.3,10.8,0.54320987654321,0.1241354850150736,0.4752475247524752,0.2469135802469136,0.5094760312151616,0.13023109464042232,0.5247524752475248,0.24860646599777034,2018-19
1610612762,Utah Jazz,82,50,32,0.61,48.2,40.4,86.4,0.468,12.1,34.0,0.356,18.8,25.5,0.736,10.0,36.4,46.4,26.0,15.1,8.1,5.9,4.6,21.1,22.4,111.7,5.3,1,8,8,8,24,19,29,10,9,9,10,8,3,26,18,5,9,8,27,12,3,9,18,4,17,4,Utah Jazz,82,50,32,0.61,3951.0,108.8,110.3,103.2,105.3,5.5,5.0,0.644,1.72,18.5,0.275,0.759,0.522,0.149,0.538,0.572,102.5,100.84,84.03,8308,0.539,1,8,8,8,24,14,2,4,4,15,8,12,1,3,27,5,7,14,3,88.5,13.9,8.9,22.2,40.0,9.8,0.5376157407407407,0.13396025550035487,0.5291005291005292,0.2951388888888889,0.5073446327683616,0.12392126096569431,0.47089947089947093,0.25084745762711863,2018-19
1610612764,Washington Wizards,82,32,50,0.39,48.6,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,0.768,9.7,32.7,42.4,26.3,14.1,8.3,4.6,4.6,20.7,21.2,114.0,-2.9,1,25,25,25,2,10,10,11,14,12,26,10,9,17,23,27,27,6,18,7,23,10,13,12,10,25,Washington Wizards,82,32,50,0.39,3986.0,108.6,110.2,111.3,112.9,-2.7,-2.7,0.623,1.87,18.4,0.252,0.706,0.477,0.136,0.531,0.567,103.7,102.23,85.19,8486,0.487,1,25,25,25,2,15,27,25,10,11,9,25,28,29,10,9,11,9,23,90.5,15.8,11.4,23.1,43.4,12.1,0.5299667036625971,0.12291223543359253,0.45971563981042646,0.26526082130965595,0.5464088397790055,0.13566423959335075,0.5402843601895735,0.2552486187845304,2018-19
1610612737,Atlanta Hawks,67,20,47,0.299,48.6,40.6,90.6,0.449,12.0,36.1,0.333,18.5,23.4,0.79,9.9,33.4,43.3,24.0,16.2,7.8,5.1,6.4,23.1,21.0,111.8,-8.0,23,26,28,27,4,17,7,23,16,8,30,12,15,10,19,23,22,17,28,13,12,30,30,13,17,29,Atlanta Hawks,67,20,47,0.299,3256.0,104.3,107.0,112.3,114.4,-8.0,-7.4,0.589,1.48,16.9,0.267,0.708,0.484,0.155,0.515,0.554,105.6,103.28,86.06,6999,0.454,23,26,28,27,23,25,28,28,19,28,22,15,29,26,28,25,23,7,29,90.7,15.0,11.2,27.4,43.3,11.9,0.5143487858719648,0.13834802213568353,0.4691943127962085,0.2582781456953642,0.5429988974641675,0.12738204422704574,0.5308056872037914,0.3020948180815876,2019-20
1610612738,Boston Celtics,72,48,24,0.667,48.4,41.3,89.6,0.461,12.6,34.5,0.364,18.6,23.2,0.801,10.7,35.4,46.1,23.0,13.8,8.3,5.6,5.5,21.6,20.7,113.7,6.3,11,5,5,5,10,12,11,17,12,13,13,11,18,5,6,11,8,25,8,6,5,25,20,15,9,3,Boston Celtics,72,48,24,0.667,3486.0,110.4,112.8,104.5,106.5,6.0,6.3,0.557,1.66,16.7,0.283,0.731,0.509,0.137,0.531,0.57,101.9,99.92,83.27,7255,0.531,11,5,5,5,13,4,4,3,26,15,25,5,16,12,8,17,13,17,4,87.1,15.2,10.3,24.5,38.4,11.8,0.53125,0.12147031899162032,0.5095238095238095,0.25892857142857145,0.5086107921928817,0.13441811107180757,0.4904761904761905,0.2812858783008037,2019-20
1610612751,Brooklyn Nets,72,35,37,0.486,48.6,40.4,90.3,0.448,13.1,38.1,0.343,17.9,24.1,0.745,10.6,37.3,47.9,24.5,15.3,6.4,4.5,5.3,21.0,21.1,111.8,-0.6,11,14,14,14,5,19,10,24,9,5,26,15,9,25,9,2,2,15,24,27,23,21,16,10,16,15,Brooklyn Nets,72,35,37,0.486,3496.0,106.0,108.7,107.1,109.2,-1.1,-0.5,0.606,1.6,17.3,0.28,0.736,0.511,0.148,0.52,0.554,104.0,101.7,84.75,7404,0.5,11,14,14,14,11,22,10,15,13,21,19,9,12,9,21,23,22,10,16,92.9,12.8,10.6,22.6,41.4,12.2,0.5199335548172758,0.13166500292588898,0.5,0.2668881506090809,0.511302475780409,0.11068451454463699,0.5,0.2432723358449946,2019-20
1610612766,Charlotte Hornets,65,23,42,0.354,48.5,37.3,85.9,0.434,12.1,34.3,0.352,16.2,21.6,0.748,11.0,31.8,42.8,23.8,14.6,6.6,4.1,5.0,18.8,20.6,102.9,-6.8,26,23,21,22,9,30,26,30,15,14,19,26,25,24,3,29,26,19,14,26,25,20,3,16,30,27,Charlotte Hornets,65,23,42,0.354,3150.0,103.9,105.9,110.6,112.8,-6.8,-7.0,0.639,1.63,17.7,0.28,0.706,0.486,0.15,0.504,0.539,98.1,96.24,80.2,6317,0.455,26,23,21,22,26,28,25,27,4,18,15,8,30,25,24,28,29,30,28,87.5,14.4,10.9,18.4,41.7,12.4,0.5046565774155994,0.13272244645649248,0.5022831050228311,0.25145518044237486,0.5474285714285715,0.13091385141277864,0.497716894977169,0.21028571428571427,2019-20
1610612741,Chicago Bulls,65,22,43,0.338,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,10.5,31.4,41.9,23.2,15.5,10.0,4.1,5.9,21.8,19.2,106.8,-3.1,26,24,23,24,21,25,16,26,14,11,22,28,27,21,13,30,29,23,27,1,26,28,24,29,27,22,Chicago Bulls,65,22,43,0.338,3135.0,104.1,105.8,107.7,108.9,-3.6,-3.1,0.587,1.5,16.9,0.267,0.719,0.481,0.153,0.515,0.547,101.9,100.46,83.71,6563,0.466,26,24,23,24,29,29,9,22,20,26,21,14,23,28,26,24,26,16,25,82.5,18.3,10.2,26.0,39.5,11.2,0.515801354401806,0.13702263083451202,0.5072463768115942,0.23137697516930025,0.5466666666666666,0.16304347826086957,0.49275362318840576,0.3151515151515151,2019-20
1610612739,Cleveland Cavaliers,65,19,46,0.292,48.4,40.3,87.9,0.458,11.2,31.8,0.351,15.1,19.9,0.758,10.8,33.4,44.2,23.1,16.5,6.9,3.2,6.3,18.3,19.6,106.9,-7.9,26,28,26,29,13,20,24,19,21,20,20,29,29,20,4,22,19,24,30,25,30,29,1,26,26,28,Cleveland Cavaliers,65,19,46,0.292,3145.0,104.4,106.9,113.6,114.8,-9.2,-7.9,0.573,1.4,16.8,0.296,0.738,0.512,0.165,0.522,0.553,100.9,99.17,82.65,6497,0.453,26,28,26,29,27,26,30,29,23,30,23,2,9,7,30,22,24,23,30,89.4,13.0,9.7,19.2,43.9,12.4,0.5221843003412969,0.14581639506521968,0.526829268292683,0.22639362912400451,0.5604026845637584,0.11727771362586603,0.47317073170731705,0.2147651006711409,2019-20
1610612742,Dallas Mavericks,75,43,32,0.573,48.5,41.7,90.3,0.461,15.1,41.3,0.367,18.6,23.8,0.779,10.5,36.4,46.9,24.7,12.7,6.1,4.8,4.1,19.5,21.3,117.0,4.9,1,12,13,13,8,9,9,16,2,2,10,10,11,14,11,4,4,14,2,29,16,5,6,9,3,6,Dallas Mavericks,75,43,32,0.573,3635.0,113.7,115.9,109.5,111.2,4.2,4.8,0.592,1.94,17.7,0.275,0.74,0.509,0.126,0.545,0.581,101.7,99.89,83.24,7569,0.521,1,12,13,13,1,1,18,6,17,4,14,12,8,10,3,4,4,18,8,91.6,11.9,10.4,21.0,41.9,12.3,0.5454042081949059,0.11192188381274676,0.5023923444976077,0.26356589147286824,0.5245633187772926,0.10555259890012418,0.4976076555023924,0.2292576419213974,2019-20
1610612743,Denver Nuggets,73,46,27,0.63,48.6,42.0,88.9,0.473,11.0,30.6,0.359,16.2,20.9,0.777,10.8,33.4,44.1,26.7,13.8,8.0,4.6,4.4,20.3,20.5,111.3,2.1,3,6,6,6,2,8,15,4,24,26,15,25,26,16,5,24,20,4,7,9,19,8,11,17,19,11,Denver Nuggets,73,46,27,0.63,3549.0,110.1,112.6,108.6,110.4,1.5,2.2,0.636,1.94,19.1,0.294,0.725,0.509,0.139,0.535,0.567,99.5,97.64,81.37,7217,0.517,3,6,6,6,3,5,16,11,5,3,2,3,20,11,9,10,15,29,11,86.5,14.3,10.1,22.5,40.0,12.1,0.5343082114735658,0.123328805319225,0.5167464114832536,0.23509561304836893,0.5323699421965318,0.12917795844625113,0.48325358851674644,0.26011560693641617,2019-20
1610612765,Detroit Pistons,66,20,46,0.303,48.4,39.3,85.7,0.459,12.0,32.7,0.367,16.6,22.4,0.743,9.8,32.0,41.7,24.1,15.3,7.4,4.5,5.6,19.7,19.8,107.2,-3.6,24,26,26,26,15,28,27,18,18,17,11,22,22,26,21,27,30,16,25,21,22,27,8,24,25,23,Detroit Pistons,66,20,46,0.303,3193.0,106.1,108.8,110.4,112.3,-4.3,-3.5,0.612,1.58,17.7,0.277,0.717,0.493,0.155,0.529,0.561,99.9,97.86,81.55,6507,0.473,24,26,26,26,24,20,22,23,11,23,13,11,25,19,27,19,20,28,23,87.3,14.0,10.1,20.9,41.9,10.7,0.528588098016336,0.13801688677202859,0.492462311557789,0.2613768961493582,0.5412371134020618,0.12670141905589344,0.507537688442211,0.23940435280641464,2019-20
1610612744,Golden State Warriors,65,15,50,0.231,48.4,38.6,88.2,0.438,10.4,31.3,0.334,18.7,23.2,0.803,10.0,32.9,42.8,25.6,14.9,8.2,4.6,4.9,20.1,20.1,106.3,-8.7,26,30,30,30,13,29,21,29,28,25,29,9,16,4,18,26,24,9,19,7,20,17,10,21,28,30,Golden State Warriors,65,15,50,0.231,3145.0,102.9,104.4,110.9,113.0,-8.0,-8.6,0.663,1.72,18.2,0.255,0.722,0.481,0.146,0.497,0.54,102.7,101.04,84.2,6623,0.462,26,30,30,30,27,30,26,30,1,11,8,25,21,27,19,30,28,15,26,88.6,15.6,10.2,21.9,42.2,13.5,0.49659863945578236,0.13149998234899565,0.49504950495049505,0.26303854875283444,0.5524830699774267,0.13703924944657228,0.504950495049505,0.24717832957110608,2019-20
1610612745,Houston Rockets,72,44,28,0.611,48.3,40.8,90.4,0.451,15.6,45.3,0.345,20.6,26.1,0.791,9.8,34.5,44.3,21.6,14.7,8.7,5.2,4.9,21.8,21.0,117.8,3.0,11,8,7,8,17,16,8,22,1,1,24,2,2,8,20,16,18,29,15,3,10,15,23,12,2,7,Houston Rockets,72,44,28,0.611,3476.0,110.3,112.5,107.4,109.8,2.9,2.7,0.53,1.47,15.5,0.249,0.713,0.48,0.14,0.537,0.578,106.3,104.04,86.7,7539,0.494,11,8,7,8,16,6,15,8,29,29,29,26,26,29,10,7,5,2,19,91.5,16.2,11.2,23.7,42.3,12.2,0.5376106194690264,0.12608934330611404,0.4666666666666667,0.288716814159292,0.5289617486338798,0.1371393742381146,0.5333333333333333,0.25901639344262295,2019-20
1610612754,Indiana Pacers,73,45,28,0.616,48.3,42.1,88.5,0.476,10.2,28.0,0.363,15.0,19.1,0.787,8.7,34.1,42.8,25.9,13.2,7.4,5.2,4.6,19.8,18.8,109.4,2.0,3,7,7,7,20,7,18,2,29,30,14,30,30,12,28,20,25,7,5,20,11,11,9,30,23,13,Indiana Pacers,73,45,28,0.616,3524.0,107.9,109.5,105.1,107.5,2.9,1.9,0.614,1.95,18.9,0.243,0.718,0.487,0.132,0.534,0.565,101.3,99.41,82.84,7299,0.52,3,7,7,7,5,19,6,13,10,2,3,27,24,24,5,12,18,22,9,88.5,14.7,10.4,21.6,39.5,11.5,0.5333333333333333,0.11988665261934171,0.4554973821989528,0.21581920903954804,0.5112994350282486,0.13043015332197613,0.5445026178010471,0.2440677966101695,2019-20
1610612746,LA Clippers,72,49,23,0.681,48.3,41.6,89.2,0.466,12.4,33.5,0.371,20.8,26.3,0.791,10.7,37.0,47.7,23.7,14.6,7.1,4.7,4.7,22.1,22.9,116.3,6.4,11,4,4,4,17,10,14,12,13,16,6,1,1,9,8,3,3,22,13,24,18,13,26,1,4,2,LA Clippers,72,49,23,0.681,3476.0,111.1,113.3,105.3,106.9,5.7,6.3,0.571,1.63,16.9,0.278,0.737,0.515,0.142,0.535,0.577,103.9,102.16,85.13,7396,0.532,11,4,4,4,16,2,5,2,24,19,20,10,10,3,12,9,6,8,3,90.2,14.1,10.7,24.5,39.5,12.3,0.5358744394618834,0.1265471691571612,0.5,0.2948430493273543,0.5060975609756098,0.12252346193952034,0.5,0.27161862527716185,2019-20
1610612747,Los Angeles Lakers,71,52,19,0.732,48.1,42.3,88.3,0.48,11.0,31.6,0.349,17.7,24.3,0.729,10.7,35.1,45.7,25.4,15.2,8.6,6.6,3.7,20.7,21.7,113.4,5.8,21,3,2,3,28,4,20,1,23,23,21,17,8,28,7,13,9,10,22,5,1,1,14,5,11,5,Los Angeles Lakers,71,52,19,0.732,3418.0,109.6,111.7,103.8,106.1,5.8,5.6,0.6,1.67,18.0,0.283,0.737,0.512,0.149,0.542,0.573,103.3,101.2,84.33,7211,0.539,21,3,2,3,22,11,3,5,15,14,10,6,11,6,23,5,9,11,2,87.1,15.9,9.4,22.9,39.1,11.6,0.5413363533408834,0.13310914950259212,0.5323383084577114,0.27519818799547,0.5154994259471871,0.1406133927623899,0.46766169154228854,0.2629161882893226,2019-20
1610612763,Memphis Grizzlies,73,34,39,0.466,48.1,42.5,90.9,0.468,10.9,31.5,0.347,16.6,21.8,0.763,10.3,36.2,46.5,26.9,15.2,7.9,5.5,5.3,21.2,20.2,112.6,-1.1,3,16,15,16,29,3,6,7,25,24,23,23,24,19,14,5,5,2,23,12,7,22,18,20,14,17,Memphis Grizzlies,73,34,39,0.466,3514.0,106.9,108.7,107.5,109.7,-0.6,-1.0,0.633,1.77,18.7,0.271,0.733,0.506,0.147,0.528,0.561,105.3,103.31,86.1,7562,0.507,3,16,15,16,9,21,14,17,6,9,5,13,15,14,20,20,21,6,14,90.3,14.8,10.4,25.0,40.6,12.9,0.5275027502750275,0.13138332814714931,0.4975845410628019,0.23982398239823982,0.5210409745293467,0.12747631352282515,0.502415458937198,0.2768549280177187,2019-20
1610612748,Miami Heat,73,44,29,0.603,48.6,39.5,84.4,0.468,13.4,35.4,0.379,19.7,25.2,0.783,8.5,35.9,44.4,25.9,14.9,7.5,4.5,4.1,20.6,21.7,112.0,2.9,3,8,11,11,2,26,30,10,6,9,2,5,4,13,29,6,17,5,18,18,21,4,13,7,15,8,Miami Heat,73,44,29,0.603,3549.0,110.0,111.9,107.2,109.3,2.8,2.7,0.657,1.74,18.8,0.257,0.753,0.512,0.149,0.547,0.587,100.5,98.7,82.25,7306,0.525,3,8,11,11,3,7,12,7,3,10,4,23,3,5,22,3,1,27,6,86.7,14.0,9.2,23.6,38.8,13.1,0.54739336492891,0.13497843968547305,0.480225988700565,0.2985781990521327,0.5230680507497115,0.12603075150336682,0.519774011299435,0.2722029988465975,2019-20
1610612749,Milwaukee Bucks,73,56,17,0.767,48.2,43.3,90.9,0.476,13.8,38.9,0.355,18.3,24.7,0.742,9.5,42.2,51.7,25.9,15.1,7.2,5.9,4.5,19.6,21.7,118.7,10.1,3,1,1,1,24,1,4,3,4,4,18,14,6,27,25,1,1,6,20,23,3,9,7,6,1,1,Milwaukee Bucks,73,56,17,0.767,3519.0,110.5,111.9,100.6,102.5,9.9,9.4,0.598,1.71,18.0,0.241,0.775,0.524,0.142,0.552,0.583,107.2,105.51,87.93,7739,0.562,3,1,1,1,6,8,1,1,16,12,11,28,1,1,13,1,3,1,1,94.0,14.1,9.5,21.2,38.9,14.0,0.5522552255225521,0.12920559947975493,0.5,0.2717271727172717,0.48829787234042554,0.1200735770003747,0.5,0.225531914893617,2019-20
1610612750,Minnesota Timberwolves,64,19,45,0.297,48.6,40.4,91.6,0.441,13.3,39.7,0.336,19.1,25.4,0.753,10.5,34.3,44.8,23.8,15.3,8.7,5.7,5.5,21.4,21.6,113.3,-4.3,30,28,24,28,1,18,1,28,8,3,28,7,3,23,10,18,14,20,26,4,4,26,19,8,12,24,Minnesota Timberwolves,64,19,45,0.297,3112.0,105.3,107.6,110.0,111.6,-4.7,-4.0,0.59,1.55,16.7,0.264,0.731,0.488,0.146,0.514,0.551,105.9,103.94,86.62,6736,0.472,30,28,24,28,30,24,20,24,18,24,26,18,17,23,18,26,25,3,24,90.4,15.5,10.1,25.2,43.1,11.6,0.513646288209607,0.12957756021545447,0.5097087378640777,0.27729257641921395,0.540929203539823,0.1324922214244196,0.4902912621359223,0.27876106194690264,2019-20
1610612740,New Orleans Pelicans,72,30,42,0.417,48.4,42.6,91.6,0.465,13.6,36.9,0.37,17.1,23.4,0.729,11.1,35.4,46.5,26.8,16.4,7.5,5.0,4.8,21.2,21.1,115.8,-1.3,11,21,21,21,10,2,2,13,5,7,7,20,14,29,2,10,6,3,29,19,13,14,17,11,5,20,New Orleans Pelicans,72,30,42,0.417,3486.0,108.0,110.5,109.4,111.8,-1.4,-1.3,0.63,1.64,18.4,0.287,0.729,0.508,0.156,0.539,0.568,106.3,103.89,86.57,7548,0.495,11,21,21,21,13,15,21,20,7,17,7,4,18,13,29,6,14,4,18,91.8,14.5,10.1,24.7,42.7,12.2,0.5393013100436681,0.1386352877527558,0.5235849056603774,0.2554585152838428,0.5315904139433552,0.12375392598661751,0.47641509433962265,0.2690631808278867,2019-20
1610612752,New York Knicks,66,21,45,0.318,48.4,40.0,89.3,0.447,9.6,28.4,0.337,16.3,23.5,0.694,12.0,34.5,46.5,22.1,14.3,7.6,4.7,5.0,22.2,19.8,105.8,-6.5,24,25,24,25,15,24,13,25,30,29,27,24,12,30,1,17,6,27,11,17,17,19,28,25,29,26,New York Knicks,66,21,45,0.318,3193.0,103.8,105.9,110.6,112.4,-6.8,-6.5,0.552,1.54,16.0,0.3,0.742,0.513,0.143,0.501,0.531,100.9,99.11,82.59,6594,0.461,24,25,24,25,24,27,23,26,27,25,28,1,7,4,14,29,30,25,27,86.0,13.7,9.6,25.7,39.9,13.3,0.5016797312430011,0.1255046515710023,0.5555555555555555,0.2631578947368421,0.5412790697674418,0.12341452868261747,0.4444444444444444,0.29883720930232555,2019-20
1610612760,Oklahoma City Thunder,72,44,28,0.611,48.4,40.0,85.5,0.468,10.7,30.2,0.355,19.8,24.8,0.796,8.2,34.7,42.9,21.7,13.7,7.6,4.9,4.0,19.3,22.8,110.4,2.0,11,8,7,8,10,23,28,8,27,27,17,4,5,7,30,15,23,28,6,16,15,3,4,2,21,12,Oklahoma City Thunder,72,44,28,0.611,3486.0,108.4,110.1,106.3,108.1,2.1,2.1,0.543,1.58,16.3,0.241,0.728,0.492,0.137,0.53,0.573,101.1,99.42,82.85,7218,0.519,11,8,7,8,13,17,7,12,28,22,27,29,19,22,7,18,10,21,10,89.6,14.2,10.5,19.6,40.8,11.3,0.5304093567251462,0.12441877361232198,0.4385026737967914,0.29005847953216374,0.5184151785714286,0.1263075499893261,0.5614973262032086,0.21875000000000003,2019-20
1610612753,Orlando Magic,73,33,40,0.452,48.1,39.3,88.6,0.444,11.1,32.2,0.343,17.6,22.7,0.774,10.3,34.2,44.5,23.9,12.8,8.2,5.4,4.6,18.3,19.5,107.3,-1.0,3,18,19,18,29,27,17,27,22,19,25,19,20,17,15,19,16,18,4,8,8,12,2,28,24,16,Orlando Magic,73,33,40,0.452,3514.0,106.1,107.9,107.1,109.2,-1.0,-1.3,0.608,1.86,17.5,0.267,0.749,0.5,0.129,0.506,0.544,100.9,98.99,82.49,7255,0.496,3,18,19,18,9,23,11,19,12,5,17,16,5,15,4,27,27,26,17,86.9,14.6,9.0,19.8,40.4,12.2,0.5062076749435666,0.11491363522102921,0.533678756476684,0.2562076749435666,0.5350978135788262,0.13247196312561244,0.46632124352331605,0.22784810126582278,2019-20
